71,128.916183472,-821.157104492,810.89050293,-192.713241577,-763.226623535,925.218444824,61.2110557556,-824.975891113,941.275085449,-80.9778823853,-998.304931641,952.24597168,112.488800049,-796.949035645,653.583496094,204.580474854,-884.399414062,760.311523438,-253.084823608,-693.434082031,620.182739258,239.323455811,-924.336547852,796.184875488,-29.0780544281,-709.268920898,1100.70947266,169.542007446,-958.738708496,1012.0411377,161.951263428,-945.337646484,1098.98303223,-278.124145508,-457.373077393,1060.4666748,74.9688720703,-672.364624023,464.307250977,-209.272384644,-628.614318848,438.592529297,-280.60357666,-509.220184326,1141.88635254,111.309303284,-891.029296875,1272.56567383,3.0677614212,-857.996887207,1336.93066406,90.8721237183,-716.884460449,345.750946045,-171.103485107,-182.354751587,1033.39929199,-63.2454795837,-660.835632324,1330.67175293,-137.192520142,-220.167510986,1175.79296875,-214.277130127,-622.508361816,1346.39050293,61.4001617432,-757.751953125,1392.87487793,-143.981521606,-132.538070679,1081.70825195,-101.040870667,-728.179443359,1422.84423828,-230.221435547,-763.819213867,267.045043945,10.9582843781,-545.634399414,1564.08288574,-135.94909668,-527.92388916,1563.17932129,32.8766479492,-855.018127441,74.6891403198,-185.492553711,-846.734924316,70.0724945068,-133.110397339,-886.344055176,61.9344100952,-1.76115095615,-685.038330078,39.6843910217,-125.754920959,-686.02331543,41.1997680664,62.2908668518,-744.54498291,38.3332901001,-203.280792236,-732.587463379,40.3507041931,-126.127754211,-686.300537109,1527.61791992,-154.329589844,-982.844909668,952.727172852,-122.616600037,-879.324707031,1206.87585449,-219.328201294,-306.291320801,1050.83862305,-13.5840940475,-691.650756836,1536.80944824,-10.2704906464,-897.725830078,48.009223938,0.0,0.0,0.0,0.0,0.0,0.0
72,128.03012085,-819.046569824,811.358459473,-192.526748657,-764.537353516,924.853210449,61.5274353027,-825.915527344,940.648254395,-80.2304000854,-999.292419434,951.798522949,112.533813477,-797.174743652,653.395690918,204.164245605,-881.66229248,760.225524902,-253.134338379,-694.27520752,620.31829834,238.988204956,-921.849853516,795.680480957,-28.7946395874,-710.035522461,1099.70629883,170.028503418,-958.345214844,1011.29522705,162.565093994,-945.2890625,1098.41296387,-277.459564209,-457.449645996,1059.04333496,74.7695159912,-672.039611816,464.551605225,-209.406280518,-628.911682129,438.655273438,-280.096343994,-509.210723877,1140.46582031,111.947319031,-890.682556152,1272.03845215,3.59639620781,-857.657226562,1336.36157227,90.6078796387,-716.461547852,345.790344238,-170.490478516,-181.938339233,1033.21594238,-62.9815101624,-660.447265625,1329.34057617,-136.978897095,-220.565231323,1175.27148438,-214.002166748,-622.445739746,1345.14099121,61.5876197815,-757.459289551,1391.99853516,-143.460601807,-132.457122803,1081.44335938,-100.691322327,-727.899963379,1421.80444336,-230.29850769,-763.924316406,267.090026855,10.9541444778,-545.233215332,1562.87304688,-135.924911499,-527.82611084,1561.95983887,32.8817100525,-854.681091309,74.8861312866,-185.51739502,-846.764892578,70.0696411133,-133.063461304,-886.290527344,61.8145713806,-1.74418008327,-685.054748535,39.6096572876,-125.821258545,-686.059814453,41.2115745544,62.2357940674,-744.635803223,38.3614616394,-203.342910767,-732.573303223,40.3348617554,-125.940429688,-685.957397461,1526.2244873,-153.643814087,-983.991210938,952.40423584,-122.000282288,-879.510803223,1206.30822754,-218.499984741,-305.507232666,1050.22131348,-13.5883407593,-691.03137207,1535.45727539,-10.4105472565,-897.666503906,48.1977157593,0.0,0.0,0.0,0.0,0.0,0.0
73,127.313339233,-817.284545898,811.409667969,-192.084213257,-765.969360352,924.189880371,61.9642066956,-827.888183594,939.452331543,-79.4512863159,-1000.70446777,951.146728516,112.785652161,-797.231323242,652.849121094,203.744796753,-878.68347168,759.887695312,-253.12739563,-695.058532715,620.250793457,238.775588989,-919.274719238,794.774475098,-28.3448219299,-711.013244629,1098.36450195,170.544006348,-957.868652344,1010.26635742,163.352096558,-945.179870605,1097.41381836,-276.753448486,-457.357818604,1057.29541016,74.6350479126,-671.355224609,464.519897461,-209.526794434,-629.011047363,438.738250732,-279.51739502,-509.209075928,1138.61999512,112.750289917,-890.231262207,1271.20446777,4.15655612946,-857.279052734,1335.49414062,90.4410629272,-715.754150391,345.724273682,-169.773620605,-181.460205078,1032.67004395,-62.6679573059,-659.762023926,1327.60925293,-136.711303711,-220.93800354,1174.48083496,-213.677856445,-622.353820801,1343.39306641,61.8558998108,-756.930908203,1390.88513184,-142.900665283,-132.546051025,1080.7911377,-100.356193542,-727.573181152,1420.48168945,-230.324859619,-763.92401123,267.037506104,10.9795732498,-544.899780273,1561.35852051,-136.040039062,-527.639831543,1560.24023438,32.9502677917,-854.337890625,75.1519470215,-185.567108154,-846.660461426,70.0735549927,-133.044570923,-886.371643066,61.881362915,-1.7649487257,-685.104736328,39.5718231201,-125.829460144,-686.080200195,41.187412262,62.0750694275,-744.56640625,38.4148483276,-203.38659668,-732.396484375,40.3337478638,-125.813896179,-685.694519043,1524.56811523,-153.016479492,-985.467163086,951.707275391,-121.309387207,-879.998840332,1205.52539062,-217.601013184,-305.519317627,1048.95410156,-13.5225505829,-690.612365723,1533.89025879,-10.5454235077,-897.532653809,48.5124511719,0.0,0.0,0.0,0.0,0.0,0.0
74,126.733085632,-815.514648438,811.27557373,-191.466384888,-767.669189453,923.293701172,62.4959907532,-830.02355957,937.952636719,-78.5480651855,-1002.17852783,950.135192871,113.205032349,-797.232055664,651.915649414,203.512023926,-875.771362305,759.366943359,-253.04788208,-695.651794434,620.008300781,238.56590271,-916.585327148,793.416503906,-27.6848754883,-711.739196777,1096.62683105,171.13117981,-957.154052734,1008.83795166,164.208862305,-945.074645996,1096.27148438,-276.011199951,-457.331085205,1055.06066895,74.5452651978,-670.526123047,464.300567627,-209.59135437,-628.875427246,438.833679199,-278.871856689,-509.243591309,1136.43664551,113.645088196,-889.686401367,1269.94458008,4.82585668564,-856.842407227,1334.46643066,90.3353118896,-714.965881348,345.728424072,-168.862792969,-181.459823608,1031.4407959,-62.371257782,-659.127807617,1325.69543457,-136.402053833,-221.394790649,1173.2253418,-213.377441406,-622.333007812,1341.15783691,62.3711395264,-756.198425293,1389.34179688,-142.330383301,-132.873641968,1079.66455078,-99.9131164551,-726.972412109,1418.70080566,-230.306152344,-763.832824707,266.950317383,11.0606040955,-544.561340332,1559.46008301,-136.146530151,-527.249267578,1558.17651367,33.050113678,-854.078796387,75.5328063965,-185.609664917,-846.438598633,70.1198577881,-132.881546021,-886.24395752,61.9615058899,-1.84175920486,-685.102783203,39.5211677551,-125.842811584,-686.098022461,41.1648445129,61.939163208,-744.366760254,38.4276885986,-203.404602051,-732.270263672,40.318195343,-125.691360474,-685.325439453,1522.56530762,-152.21055603,-986.96270752,950.640991211,-120.642463684,-880.646240234,1204.51843262,-216.718307495,-305.862335205,1047.09594727,-13.3278207779,-690.079345703,1531.84912109,-10.6007461548,-897.499633789,48.8504981995,0.0,0.0,0.0,0.0,0.0,0.0
75,126.167922974,-813.690917969,810.910705566,-190.75579834,-769.571960449,922.213500977,63.2029914856,-831.021057129,936.865234375,-77.4909515381,-1003.65167236,948.595031738,113.624168396,-797.225158691,650.897888184,203.307937622,-873.126831055,758.470275879,-252.927703857,-696.120788574,619.693908691,238.435134888,-914.124633789,791.811340332,-27.0697727203,-712.578857422,1094.42822266,171.879226685,-956.531188965,1007.16070557,165.164215088,-944.780822754,1094.78588867,-275.220245361,-457.668395996,1052.28527832,74.6608886719,-669.877746582,464.188751221,-209.532073975,-628.558776855,438.766448975,-278.247497559,-509.363128662,1133.87817383,114.68208313,-889.153442383,1268.42382812,5.62260580063,-856.367980957,1333.15222168,90.276802063,-714.125549316,345.609924316,-168.0987854,-181.529342651,1029.72192383,-61.9031715393,-658.576721191,1323.28369141,-136.034118652,-221.800842285,1171.37280273,-212.948379517,-622.328430176,1338.52392578,63.0613288879,-755.501098633,1387.32922363,-141.702301025,-133.154388428,1078.07019043,-99.3642272949,-726.16986084,1416.41503906,-230.211105347,-763.553710938,266.808319092,11.1935338974,-544.054992676,1557.10290527,-135.995758057,-526.753540039,1555.83435059,33.0581817627,-853.708557129,75.8831100464,-185.62940979,-846.382324219,70.227897644,-132.752227783,-886.036071777,62.0126419067,-2.09540987015,-684.920654297,39.2576332092,-125.883628845,-686.081481934,41.1284255981,61.8641166687,-744.255371094,38.3851165771,-203.445373535,-732.267028809,40.341053009,-125.431304932,-684.843811035,1519.9708252,-151.192352295,-988.5234375,949.191223145,-119.956863403,-881.235534668,1203.23950195,-216.025375366,-306.101013184,1044.7479248,-13.172334671,-689.558227539,1529.32165527,-10.6289672852,-897.309631348,49.090965271,0.0,0.0,0.0,0.0,0.0,0.0
76,125.671546936,-812.233886719,809.972595215,-189.999908447,-771.623291016,920.902954102,64.1419448853,-831.632995605,935.64239502,-76.4384155273,-1005.34667969,946.622253418,114.082511902,-797.433959961,649.902587891,203.122024536,-870.651916504,757.018249512,-252.64730835,-696.478149414,619.177734375,238.424224854,-911.905944824,789.902648926,-26.5822887421,-713.847106934,1092.05639648,172.805526733,-956.127319336,1005.17651367,166.333465576,-944.380004883,1092.78930664,-274.435424805,-458.190124512,1049.11035156,74.8759231567,-669.151428223,464.200622559,-209.355804443,-628.043334961,438.562927246,-277.622070312,-509.539825439,1130.7545166,116.019309998,-888.689575195,1266.62390137,6.54296398163,-855.919067383,1331.33154297,90.2431488037,-713.245422363,345.306274414,-167.422470093,-181.685440063,1027.3260498,-61.2304573059,-657.934570312,1320.32116699,-135.645645142,-222.317703247,1169.08117676,-212.31690979,-622.129699707,1335.44482422,63.864276886,-754.681213379,1384.94787598,-141.068313599,-133.292785645,1075.99804688,-98.7740402222,-725.495178223,1413.7265625,-230.106033325,-763.066772461,266.669006348,11.2649517059,-543.520385742,1554.32250977,-135.716552734,-526.231018066,1553.07592773,32.821811676,-853.378356934,76.2537765503,-185.650039673,-846.389099121,70.3037948608,-132.772872925,-885.908813477,62.0841064453,-2.45394015312,-684.553466797,38.8054847717,-125.905181885,-686.027893066,41.1101951599,61.6965560913,-744.231445312,38.2661361694,-203.55456543,-732.274963379,40.3710594177,-125.088554382,-684.448852539,1516.85314941,-150.057556152,-990.388183594,947.406494141,-119.102844238,-881.874511719,1201.59350586,-215.426925659,-306.507873535,1041.95410156,-12.949883461,-689.237243652,1526.40002441,-10.6261692047,-896.866577148,49.6677360535,0.0,0.0,0.0,0.0,0.0,0.0
77,125.235626221,-810.94354248,808.478942871,-189.394973755,-773.929626465,919.391784668,65.1564788818,-833.104797363,933.973571777,-75.3515472412,-1007.35925293,944.391601562,114.772621155,-797.613586426,648.780395508,203.057006836,-868.331970215,755.107849121,-252.214492798,-696.732177734,618.466308594,238.54498291,-909.61895752,787.548217773,-25.9456787109,-715.008972168,1089.4185791,173.975570679,-955.576843262,1002.80566406,167.840194702,-944.074035645,1090.55187988,-273.652160645,-458.489501953,1045.49975586,75.1396942139,-668.14855957,464.099945068,-209.187423706,-627.310119629,438.252319336,-276.887878418,-509.764770508,1127.14367676,117.617370605,-888.08605957,1264.35339355,7.65892696381,-855.477539062,1329.13146973,90.255279541,-712.39251709,345.135681152,-166.609680176,-181.714157104,1024.42456055,-60.512260437,-657.647155762,1317.11096191,-135.216140747,-222.837631226,1166.35571289,-211.630966187,-621.75201416,1331.91369629,64.7527770996,-753.69342041,1382.28198242,-140.311569214,-133.302200317,1073.38781738,-98.0332336426,-724.862365723,1410.68334961,-230.05947876,-762.515136719,266.722747803,11.3960075378,-543.032531738,1551.2409668,-135.393066406,-525.938537598,1549.90319824,32.3481445312,-853.189025879,76.6414337158,-185.644378662,-846.19909668,70.3245849609,-132.850585938,-885.848693848,62.2495536804,-2.68736290932,-684.246154785,38.5571937561,-125.894538879,-686.006835938,41.105846405,61.3461341858,-744.525939941,37.8335914612,-203.628387451,-732.28527832,40.3355331421,-124.715278625,-684.069824219,1513.30786133,-148.924667358,-992.478210449,945.216674805,-118.016288757,-882.607727051,1199.64245605,-214.632400513,-306.956512451,1038.80480957,-12.6654529572,-688.690612793,1522.9041748,-10.7999839783,-896.566711426,50.6048927307,0.0,0.0,0.0,0.0,0.0,0.0
78,124.712715149,-809.660644531,806.748901367,-188.802246094,-776.431518555,917.461303711,66.1231613159,-835.188232422,932.013977051,-74.1319351196,-1009.67431641,941.97845459,115.440971375,-797.715393066,647.60144043,203.102081299,-866.2265625,752.864074707,-251.755966187,-697.095092773,617.661376953,238.988433838,-907.21270752,784.905944824,-25.2659549713,-716.29095459,1086.1751709,175.479293823,-954.96105957,1000.17401123,169.661972046,-943.581970215,1087.95080566,-272.888671875,-458.822174072,1041.46240234,75.6255950928,-666.833557129,463.742614746,-209.0912323,-626.38873291,437.798126221,-276.127471924,-510.090881348,1123.22070312,119.438827515,-887.162475586,1261.65722656,8.93288612366,-854.96862793,1326.76086426,90.2945022583,-711.576049805,345.153381348,-165.778152466,-181.911087036,1021.14978027,-59.7681694031,-657.715270996,1313.49731445,-134.819107056,-223.265701294,1162.94775391,-210.948104858,-621.49432373,1327.80273438,65.6916046143,-752.676452637,1379.2154541,-139.452758789,-133.388305664,1070.21118164,-97.2860946655,-724.058410645,1407.32434082,-229.939498901,-761.935852051,266.796081543,11.6459493637,-542.633605957,1547.89221191,-135.033096313,-525.741088867,1546.37158203,31.785774231,-852.876831055,76.8370895386,-185.567871094,-845.940368652,70.4241638184,-132.916946411,-885.813232422,62.5430335999,-2.89440727234,-684.097473145,38.483707428,-125.837463379,-686.002990723,41.0677909851,60.8642501831,-745.082580566,37.122718811,-203.620742798,-732.270080566,40.2755317688,-124.407714844,-683.801025391,1509.47607422,-147.920227051,-994.89239502,942.617553711,-116.846092224,-883.451049805,1197.50341797,-213.73387146,-307.270019531,1035.14245605,-12.3718547821,-687.937438965,1518.92004395,-11.3868236542,-896.486022949,51.6802825928,0.0,0.0,0.0,0.0,0.0,0.0
79,124.19758606,-808.585693359,804.565429688,-188.081954956,-779.146606445,915.023864746,67.1855010986,-837.145751953,929.827392578,-72.9950637817,-1012.11206055,939.359375,115.918708801,-797.850402832,646.626037598,203.345748901,-864.22857666,750.297302246,-251.246734619,-697.75390625,616.671508789,239.691436768,-904.967590332,781.979125977,-24.6209964752,-717.995605469,1082.4699707,177.25402832,-954.352844238,997.190795898,171.660400391,-942.949157715,1085.05285645,-272.121185303,-459.31930542,1037.24499512,76.2101287842,-665.476257324,463.47442627,-208.944839478,-625.427429199,437.331848145,-275.387207031,-510.529266357,1119.07263184,121.343673706,-886.076843262,1258.57568359,10.3352479935,-854.361694336,1324.18408203,90.3079223633,-710.575561523,345.178131104,-164.97694397,-182.435714722,1017.40002441,-59.1167221069,-656.785644531,1309.75317383,-134.689804077,-223.934402466,1159.13476562,-210.307312012,-621.607055664,1323.36987305,66.8152008057,-751.425476074,1375.66394043,-138.675430298,-133.757324219,1066.47253418,-96.6245117188,-723.206970215,1403.75891113,-229.696487427,-761.331970215,266.718139648,11.9743928909,-542.371704102,1544.26843262,-134.632995605,-525.315429688,1542.58813477,31.2510356903,-852.287780762,76.9448776245,-185.446136475,-845.666625977,70.6124343872,-132.938659668,-885.773254395,62.8831291199,-3.19134879112,-684.020629883,38.3972511292,-125.745704651,-685.97479248,41.0186042786,60.3710289001,-745.093811035,36.6918830872,-203.55166626,-732.24621582,40.268825531,-124.100288391,-683.633789062,1505.41333008,-146.916488647,-997.597412109,939.817565918,-115.767372131,-884.579650879,1195.30102539,-212.995849609,-307.582946777,1030.98486328,-11.8780937195,-687.554870605,1514.93481445,-12.1555452347,-896.31652832,52.4924812317,0.0,0.0,0.0,0.0,0.0,0.0
80,123.889556885,-807.860046387,801.920043945,-187.412490845,-782.378540039,912.293457031,68.2808227539,-838.78704834,927.717956543,-71.9326477051,-1014.69036865,936.733154297,116.466651917,-798.079589844,645.70513916,203.897766113,-862.293151855,747.49005127,-250.838562012,-698.693359375,615.502563477,240.490753174,-902.94744873,778.882629395,-23.9445037842,-719.994262695,1078.62158203,179.274124146,-953.614440918,994.045715332,173.903366089,-942.142578125,1081.99816895,-271.357971191,-459.692626953,1032.8302002,76.6263122559,-664.705200195,463.266937256,-208.636444092,-624.520385742,437.06842041,-274.649963379,-510.976074219,1114.46435547,123.258285522,-884.946350098,1255.29211426,11.8485393524,-853.659912109,1321.43981934,90.3580627441,-709.848815918,345.022888184,-164.188476562,-182.857131958,1013.16833496,-58.5639953613,-655.533081055,1305.76940918,-134.545959473,-224.504806519,1155.00146484,-209.68510437,-621.580749512,1318.74731445,68.181312561,-749.770385742,1371.65979004,-137.875778198,-134.231658936,1062.2401123,-95.866317749,-722.330627441,1399.95812988,-229.421554565,-760.845825195,266.760040283,12.3386983871,-542.050292969,1540.53662109,-134.263900757,-524.997802734,1538.71264648,30.8608150482,-851.769714355,77.0646972656,-185.361938477,-845.456176758,70.8240280151,-132.875289917,-885.643066406,63.1739234924,-3.30507516861,-683.929504395,38.3514480591,-125.628997803,-685.948120117,40.9603919983,59.9842910767,-744.870849609,36.6007652283,-203.408615112,-732.128662109,40.3336868286,-123.552017212,-683.253967285,1501.02490234,-145.794662476,-1000.40905762,936.890808105,-114.668815613,-885.881530762,1193.11987305,-212.339508057,-307.823944092,1026.54833984,-10.9852676392,-687.795288086,1511.12524414,-12.7360696793,-896.140441895,52.6624336243,0.0,0.0,0.0,0.0,0.0,0.0
