12.8916183472,-82.1157104492,81.089050293,
12.803012085,-81.9046569824,81.1358459473,
12.7313339233,-81.7284545898,81.1409667969,
12.6733085632,-81.5514648438,81.127557373,
12.6167922974,-81.3690917969,81.0910705566,
12.5671546936,-81.2233886719,80.9972595215,
12.5235626221,-81.094354248,80.8478942871,
12.4712715149,-80.9660644531,80.6748901367,
12.419758606,-80.8585693359,80.4565429688,
12.3889556885,-80.7860046387,80.1920043945,
12.3769439697,-80.7638244629,79.9161804199,
12.387247467,-80.7603149414,79.6242736816,
12.4350219727,-80.7632080078,79.334387207,
12.5209510803,-80.8164855957,79.0945922852,
12.6332801819,-80.9243164062,78.9008483887,
12.7679122925,-81.0503051758,78.7247680664,
12.9377120972,-81.1782653809,78.5934326172,
13.1467071533,-81.3150756836,78.5282287598,
13.3622436523,-81.4679382324,78.5204101562,
13.5658126831,-81.6472900391,78.5702697754,
13.7839477539,-81.842755127,78.6653015137,
14.0069900513,-82.0493652344,78.802130127,
14.229208374,-82.2743041992,78.9734375,
14.4356369019,-82.4715576172,79.1737487793,
14.560874939,-82.6303588867,79.4011108398,
14.6127365112,-82.8159545898,79.6062255859,
14.6097259521,-83.0184753418,79.754083252,
14.5377563477,-83.1850708008,79.8534545898,
14.4175338745,-83.3374694824,79.8787658691,
14.2571334839,-83.4902954102,79.8103515625,
14.0492172241,-83.6348999023,79.6642456055,
13.7967773438,-83.7828857422,79.431262207,
13.5040664673,-83.9207824707,79.1113464355,
13.1728469849,-84.0192443848,78.7271850586,
12.7880065918,-84.090246582,78.2900512695,
12.330721283,-84.171081543,77.8239074707,
11.811920166,-84.219317627,77.3676391602,
11.2651313782,-84.2179016113,76.9451599121,
10.7044151306,-84.2156311035,76.5866027832,
10.1343399048,-84.1862304688,76.3302978516,
9.56526489258,-84.1229614258,76.2154541016,
9.01835327148,-84.0624084473,76.2840698242,
8.55773086548,-84.0141601562,76.5693115234,
8.24508056641,-83.9607299805,77.112097168,
8.06699447632,-83.9026000977,77.9349243164,
7.95303268433,-83.8871765137,78.9966552734,
7.88799209595,-83.9702392578,80.2510070801,
7.91455764771,-84.1559204102,81.679510498,
8.06481246948,-84.3680175781,83.2430908203,
8.34977111816,-84.5528076172,84.9092468262,
8.73560409546,-84.708807373,86.6501647949,
9.19066772461,-84.8354125977,88.4353271484,
9.72243118286,-84.9145446777,90.2568725586,
10.3457061768,-84.9143859863,92.1184143066,
11.0631317139,-84.7895935059,94.0198425293,
11.8571395874,-84.5268493652,95.9297851562,
12.6665206909,-84.1688171387,97.818536377,
13.4189910889,-83.7339477539,99.6587585449,
14.0800888062,-83.1933837891,101.413781738,
14.6564865112,-82.5638122559,103.076062012,
15.1642578125,-81.8992675781,104.609387207,
15.5746963501,-81.1873413086,105.974731445,
15.8952484131,-80.4092590332,107.180541992,
16.1379867554,-79.5816589355,108.206140137,
16.276210022,-78.7250427246,109.034838867,
16.3283416748,-77.8588439941,109.689526367,
16.2997329712,-77.0125366211,110.191955566,
16.1804611206,-76.2089538574,110.561779785,
15.9867965698,-75.4389892578,110.815441895,
15.71434021,-74.7165161133,110.958557129,
15.3635467529,-74.0365600586,111.002819824,
14.9932617188,-73.3701049805,110.984838867,
14.6544555664,-72.7325317383,110.958850098,
14.375062561,-72.1249755859,110.984069824,
14.1781433105,-71.5565185547,111.095336914,
14.0491744995,-71.0373168945,111.296044922,
13.9461914062,-70.5380065918,111.581396484,
13.8385971069,-70.0584716797,111.955029297,
13.7104187012,-69.6270019531,112.431787109,
13.5360748291,-69.2387329102,113.010302734,
13.3137741089,-68.8867797852,113.670996094,
13.0789871216,-68.6067199707,114.407922363,
12.8573013306,-68.3858093262,115.206750488,
12.6369476318,-68.2109741211,116.029321289,
12.4015068054,-68.0965820312,116.831237793,
12.1485580444,-68.0266662598,117.576721191,
11.8817626953,-67.9741699219,118.233081055,
11.5966995239,-67.9136230469,118.782714844,
11.2978294373,-67.872467041,119.229406738,
11.0123512268,-67.8680419922,119.559545898,
10.7500450134,-67.8784606934,119.765222168,
10.5046134949,-67.8782836914,119.849475098,
10.2743759155,-67.8618530273,119.802893066,
10.0556221008,-67.868145752,119.622155762,
9.84370651245,-67.8909606934,119.327209473,
9.65991592407,-67.9110839844,118.941638184,
9.52006378174,-67.9434631348,118.46796875,
9.41036987305,-67.971661377,117.913293457,
9.32088928223,-68.0115722656,117.306164551,
9.25422897339,-68.0919677734,116.660144043,
9.22249221802,-68.1910644531,115.98626709,
9.21870040894,-68.3177734375,115.334924316,
9.21619110107,-68.4701904297,114.742016602,
9.20311889648,-68.6309387207,114.210766602,
9.17667922974,-68.8372314453,113.79329834,
9.1218963623,-69.1096923828,113.550354004,
9.02143478394,-69.4413024902,113.485314941,
8.87060012817,-69.822052002,113.600219727,
8.67352752686,-70.2373840332,113.908642578,
8.41558990479,-70.6863464355,114.387915039,
8.0915145874,-71.1671875,115.001818848,
7.73686599731,-71.6492248535,115.733203125,
7.36156768799,-72.1301879883,116.554077148,
6.96099243164,-72.645111084,117.439318848,
6.55302429199,-73.1825866699,118.362365723,
6.14171791077,-73.721875,119.277685547,
5.72062759399,-74.265057373,120.148632812,
5.28918266296,-74.7990722656,120.9578125,
4.85107421875,-75.3247131348,121.687329102,
4.40672683716,-75.8476501465,122.303271484,
3.94923439026,-76.3595153809,122.783959961,
3.48670921326,-76.8528137207,123.088464355,
3.04033317566,-77.3189697266,123.186413574,
2.60176124573,-77.7926879883,123.115563965,
2.15076007843,-78.2998413086,122.879846191,
1.70812091827,-78.8026794434,122.450048828,
1.28286371231,-79.2894592285,121.857836914,
0.835671710968,-79.7925048828,121.165270996,
0.341921305656,-80.3143737793,120.398974609,
-0.224434542656,-80.8447631836,119.580407715,
-0.904482078552,-81.3588256836,118.736877441,
-1.70308837891,-81.7917297363,117.867724609,
-2.62207603455,-82.1288330078,116.989440918,
-3.67768058777,-82.4145202637,116.148962402,
-4.89263839722,-82.6763061523,115.384399414,
-6.30698661804,-82.8991577148,114.72791748,
-7.91400985718,-83.0207580566,114.186132812,
-9.70439834595,-82.9757141113,113.766174316,
-11.7234893799,-82.7346557617,113.484265137,
-13.9622787476,-82.2516601562,113.337780762,
-16.3945571899,-81.5007263184,113.364404297,
-19.0383621216,-80.4911010742,113.618408203,
-21.8985137939,-79.1938232422,114.112902832,
-24.9333221436,-77.5398742676,114.804907227,
-28.0393371582,-75.4937744141,115.679736328,
-31.1656738281,-73.0242248535,116.664123535,
-34.310925293,-70.0961791992,117.675695801,
-37.3693756104,-66.7359191895,118.773156738,
-40.2311981201,-62.9237304688,119.939208984,
-42.8774291992,-58.6274169922,121.173278809,
-45.2488555908,-53.9258666992,122.475170898,
-47.2642181396,-48.9287017822,123.753356934,
-48.9377593994,-43.635446167,124.974291992,
-50.2793792725,-38.0485137939,126.132507324,
-51.2477905273,-32.2044189453,127.203771973,
-51.921862793,-26.1500427246,128.171972656,
-51.8656677246,-19.839402771,129.055822754,
-51.4261291504,-13.4387985229,129.819018555,
-50.4352722168,-6.94447021484,130.440686035,
-48.8836669922,-0.426831388474,130.936669922,
-46.7811096191,6.04080085754,131.285083008,
-44.2639465332,12.4572723389,131.492663574,
-41.0660461426,18.4327804565,131.44152832,
-37.3688415527,24.1457977295,131.235961914,
