61.4001617432,-757.751953125,1392.87487793
61.5876197815,-757.459289551,1391.99853516
61.8558998108,-756.930908203,1390.88513184
62.3711395264,-756.198425293,1389.34179688
63.0613288879,-755.501098633,1387.32922363
63.864276886,-754.681213379,1384.94787598
64.7527770996,-753.69342041,1382.28198242
65.6916046143,-752.676452637,1379.2154541
66.8152008057,-751.425476074,1375.66394043
68.181312561,-749.770385742,1371.65979004
69.5190734863,-748.137756348,1367.70959473
70.9033355713,-746.31829834,1364.22216797
72.5217208862,-743.993408203,1361.12976074
74.1763763428,-741.321228027,1358.2277832
75.6951751709,-738.284851074,1355.45056152
77.0117492676,-735.059936523,1353.11218262
78.0194015503,-731.818908691,1351.49584961
78.7771377563,-728.416320801,1350.63903809
79.2915878296,-724.924072266,1350.38916016
79.5864028931,-721.545837402,1350.67663574
79.6533660889,-718.536804199,1351.52416992
79.307434082,-716.029846191,1352.60778809
78.592086792,-713.976501465,1353.7857666
77.6346969604,-712.370483398,1355.02453613
76.3890151978,-711.210876465,1355.99047852
74.7022857666,-710.735961914,1356.4552002
72.6177215576,-711.120178223,1356.40307617
70.2575683594,-712.12890625,1355.57128906
67.7193832397,-713.576599121,1353.65197754
65.1148834229,-715.74029541,1350.85144043
62.3123512268,-718.57635498,1347.37646484
59.3261947632,-721.841369629,1343.29528809
56.182094574,-725.801330566,1338.71350098
52.740688324,-730.320861816,1333.56213379
48.8762969971,-735.21081543,1328.04614258
44.4255638123,-740.734008789,1322.42138672
39.3147659302,-746.977233887,1316.69445801
33.5544128418,-753.943054199,1311.11450195
27.2192516327,-761.42755127,1305.81750488
20.2233142853,-769.370117188,1300.97216797
12.5789346695,-778.036193848,1296.8470459
4.44494009018,-787.359191895,1293.46972656
-4.08999967575,-797.055358887,1290.8684082
-12.8511247635,-807.011474609,1289.26696777
-21.6186542511,-817.174987793,1288.81176758
-30.2889556885,-827.438659668,1289.24694824
-38.832611084,-837.496765137,1290.44763184
-46.9575881958,-847.297729492,1292.72229004
-54.4888305664,-856.866760254,1296.02441406
-61.4542922974,-865.846923828,1300.0168457
-67.8541870117,-874.184814453,1304.59533691
-73.8089981079,-882.049194336,1309.82897949
-79.4221725464,-889.552490234,1315.91040039
-84.7527999878,-896.289245605,1322.42297363
-89.8547363281,-901.942199707,1329.06604004
-94.7919158936,-906.905090332,1336.05969238
-99.5937728882,-911.304382324,1343.1373291
-104.16317749,-914.907409668,1349.97265625
-108.544784546,-917.700561523,1356.31872559
-112.939704895,-919.694519043,1361.76037598
-117.356018066,-920.792175293,1365.99816895
-121.889274597,-921.218200684,1368.90844727
-126.569900513,-920.963195801,1370.41882324
-131.240646362,-919.877624512,1370.6159668
-135.916488647,-918.188720703,1369.59838867
-140.558166504,-915.97833252,1367.40380859
-145.145950317,-913.330627441,1364.16784668
-149.42616272,-909.995178223,1360.0090332
-153.039260864,-905.615783691,1354.99658203
-155.926315308,-900.620178223,1349.29321289
-158.012069702,-895.226135254,1343.26452637
-159.40045166,-889.463317871,1337.35852051
-160.441207886,-883.588928223,1331.90209961
-161.422119141,-878.065368652,1327.52893066
-162.486251831,-873.270324707,1325.11047363
-163.655975342,-868.780517578,1324.91320801
-165.018692017,-864.06237793,1326.51586914
-167.110122681,-859.068969727,1329.16821289
-170.151519775,-854.225158691,1332.63232422
-173.632644653,-849.992919922,1337.00231934
-177.02281189,-846.281677246,1341.97021484
-180.190795898,-842.861877441,1347.33129883
-183.409835815,-839.79296875,1353.16210938
-186.719436646,-836.914306641,1359.24121094
-190.087875366,-834.110961914,1365.19641113
-193.496932983,-831.685241699,1371.16833496
-196.757232666,-829.371276855,1376.93908691
-199.751296997,-826.607971191,1381.84643555
-202.407608032,-823.587402344,1385.94482422
-204.698898315,-820.580749512,1389.40209961
-206.750534058,-817.35144043,1391.84484863
-208.688537598,-813.743713379,1393.14135742
-210.361968994,-809.886047363,1393.42895508
-211.668823242,-805.955932617,1392.77575684
-212.702255249,-801.785522461,1391.32788086
-213.503295898,-797.103088379,1389.12902832
-214.248687744,-792.446166992,1386.4654541
-215.130264282,-787.92565918,1383.52062988
-215.883789062,-782.87298584,1380.23754883
-216.503158569,-777.454406738,1377.06762695
-217.354019165,-771.990844727,1374.39782715
-218.517471313,-766.283996582,1372.07971191
-219.934417725,-760.128967285,1370.16967773
-221.713241577,-753.613708496,1368.96691895
-224.162185669,-746.91015625,1368.41882324
-227.203308105,-739.81036377,1368.33288574
-230.519302368,-732.135314941,1368.79504395
-233.897293091,-724.096679688,1370.19616699
-237.291915894,-716.0546875,1372.51147461
-240.76651001,-708.13104248,1375.3314209
-244.205734253,-700.364746094,1378.73156738
-247.481918335,-692.840637207,1382.65808105
-250.694137573,-685.904541016,1387.22375488
-254.06817627,-679.811340332,1392.73034668
-257.429595947,-674.20135498,1398.58532715
-260.677886963,-668.942016602,1404.41650391
-263.829986572,-664.077758789,1410.29797363
-266.668640137,-659.46105957,1415.92675781
-269.434356689,-654.996948242,1420.98181152
-272.229156494,-650.750610352,1425.2565918
-274.650177002,-646.740234375,1428.16967773
-277.19744873,-643.005981445,1429.71813965
-279.745910645,-640.082214355,1429.55981445
-281.0574646,-637.14654541,1425.66931152
-281.897613525,-632.803649902,1418.78625488
-283.078704834,-627.915527344,1411.53417969
-283.936767578,-623.221252441,1404.07287598
-284.374847412,-618.350830078,1396.42919922
-284.489349365,-612.537475586,1388.7611084
-284.125274658,-606.059082031,1381.08166504
-283.757019043,-599.782165527,1374.15454102
-283.776428223,-592.996032715,1367.8001709
-283.682281494,-585.578857422,1361.7578125
-283.271270752,-577.697814941,1356.46228027
-282.685058594,-568.934875488,1352.28527832
-281.964019775,-559.229553223,1349.37072754
-281.190887451,-548.537719727,1347.34863281
-280.484069824,-536.386657715,1346.04736328
-279.915740967,-522.517456055,1345.72375488
-279.10144043,-506.976226807,1346.45654297
-277.472869873,-489.659576416,1348.25891113
-274.631713867,-470.811004639,1351.36901855
-270.719268799,-450.958312988,1355.84606934
-266.104492188,-430.469604492,1361.36157227
-260.486297607,-409.226135254,1367.42260742
-253.845199585,-387.157196045,1373.87744141
-246.567184448,-364.222320557,1380.86474609
-238.594146729,-340.515686035,1388.19616699
-229.849838257,-316.441467285,1395.59533691
-220.588729858,-292.254364014,1402.8638916
-210.860412598,-268.364837646,1409.65441895
-200.484817505,-244.929702759,1415.54760742
-189.456726074,-221.78515625,1420.17321777
-177.661682129,-198.840759277,1423.39111328
-164.962173462,-176.033111572,1425.60742188
-151.398391724,-153.496002197,1427.02246094
-137.293167114,-131.674987793,1427.40222168
-122.870391846,-110.810653687,1427.08251953
-108.169845581,-90.8718490601,1426.36560059
-93.3547515869,-71.9020233154,1425.01489258
-78.2202072144,-53.6706085205,1422.98144531
-62.6161575317,-35.9258079529,1420.5579834
-46.6475563049,-18.7438964844,1417.97827148
-30.3828125,-2.5642285347,1415.26147461
-13.8902540207,12.3155040741,1412.36352539
2.94701743126,26.2919368744,1409.71777344
20.0318584442,39.2176055908,1407.54992676
37.380153656,51.0789108276,1405.42016602
55.0713577271,62.4606056213,1403.16796875
72.6950149536,72.8931350708,1400.69238281
89.9176101685,81.865196228,1397.8996582
106.57875824,89.0875396729,1395.12463379
122.722190857,94.3815917969,1392.77075195
